name,neighbourhood_cleansed,room_type,price,review_scores_rating,number_of_reviews,latitude,longitude,minimum_nights,accommodates
Appartamento (AC) nel cuore di Firenze,Centro Storico,Entire home/apt,$116.00,4.3,76,43.77154,11.26565,3,2
Get a loft experience in Florence!,Centro Storico,Entire home/apt,,4.89,94,43.7746,11.248,3,4
Room by greenery in Florence,Isolotto Legnaia,Private room,,4.89,19,43.77334,11.20619,31,2
Apartment with beautiful views,Centro Storico,Entire home/apt,,4.73,126,43.75141,11.24694,2,2
Romantic Balcony in the City,Centro Storico,Entire home/apt,$138.00,4.89,411,43.77404,11.24575,2,2
Studio/Monolocale Centro Storico,Centro Storico,Entire home/apt,$47.00,4.76,528,43.77322,11.26624,31,2
Firenze - camera rubino,Centro Storico,Private room,$107.00,4.82,221,43.7753791809082,11.251688957214355,1,2
Firenze - camera zaffiro,Centro Storico,Private room,$108.00,4.67,246,43.775421142578125,11.251489639282228,1,2
"Ibiscus-apartment & terrace,Florence Santo Spirito",Centro Storico,Entire home/apt,$95.00,4.9,203,43.76507,11.24533,7,2
Historical Cosy Apartment Oltrarno,Centro Storico,Entire home/apt,$149.00,4.76,41,43.76527563235223,11.24493748317182,3,2
Keys of Italy -Speziali1-2Bdr Flat PiazzRepubblica,Centro Storico,Entire home/apt,"$5,310.00",4.62,292,43.77145004272461,11.254961967468262,1,5
The 4th Floor! New! Free park next to city centre,Centro Storico,Entire home/apt,$143.00,4.62,271,43.78227996826172,11.2435941696167,2,6
Maggio private house next to Santo Spirito,Centro Storico,Entire home/apt,$142.00,4.82,166,43.76626,11.24875,2,4
Dreaming in an ancient Tower at Ponte Vecchio,Centro Storico,Entire home/apt,$208.00,4.89,298,43.76944,11.25382,2,4
Vigna Vecchia Apartment,Centro Storico,Entire home/apt,$54.00,4.92,501,43.77023,11.25905,3,2
Bardini museum garden in oltrarno Florence,Centro Storico,Entire home/apt,$142.00,4.74,201,43.76377,11.25767,2,4
Cozy loft in Santa Croce square Florence,Centro Storico,Entire home/apt,$120.00,4.58,270,43.76957,11.26043,2,3
FLORENCE LOFT  NEAR DUOMO,Centro Storico,Entire home/apt,$191.00,4.8,161,43.77763,11.25392,3,5
"3 Br Family Apartment,  by SMN Station, Central",Centro Storico,Entire home/apt,$166.00,4.82,693,43.77723,11.24978,2,8
Country house in Florence downtown,Gavinana Galluzzo,Entire home/apt,$74.00,4.9,247,43.74357,11.23816,7,2
Mascagni Rooms V camera privata,Rifredi,Private room,$51.00,4.82,311,43.7938,11.21259,1,2
Charme nel cuore di firenze,Centro Storico,Private room,$35.00,2.0,1,43.77888,11.26359,31,2
Oche fra Calzaiuoli ed il Duomo,Centro Storico,Entire home/apt,$149.00,4.65,237,43.77135,11.25649,2,3
Casa Bocchi 3 Appartamento elegante e tranquillo,Gavinana Galluzzo,Entire home/apt,$90.00,4.82,28,43.75964,11.2875,2,4
Attico con vista in Piazza Santa Croce,Centro Storico,Entire home/apt,$95.00,4.81,16,43.77,11.26165,2,5
B&B CASA ALDA 3,Campo di Marte,Private room,$31.00,4.86,230,43.78995,11.27101,2,2
Apartment Aurora at Rifredi / Careggi,Rifredi,Entire home/apt,$88.00,4.75,104,43.79435,11.23568,2,5
B&B CASA ALDA 2,Campo di Marte,Private room,$42.00,4.86,349,43.79172,11.27111,2,4
B&B CASA ALDA 1,Campo di Marte,Private room,$41.00,4.86,436,43.78969,11.27108,2,2
"B&B ""La Nannina"" Downtown C2",Centro Storico,Private room,$182.00,4.94,16,43.77718,11.24455,1,2
Comfort nel cuore di Firenze 2,Centro Storico,Private room,$56.00,4.64,22,43.78627,11.2359,30,1
Serragli 79. Court in Santo Spirito,Centro Storico,Entire home/apt,$117.00,4.71,7,43.76666,11.24562,2,2
"B&B ""La Nannina"" Downtown C1",Centro Storico,Private room,$188.00,5.0,16,43.77665,11.24485,1,2
Double room with bathroom by Soggiorno Pezzati,Centro Storico,Private room,$151.00,4.73,161,43.77875518798828,11.254937171936035,3,2
"B&B ""La Nannina"" Downtown C3",Centro Storico,Private room,$181.00,5.0,3,43.7768872434213,11.244729844638416,1,2
"B&B ""La Nannina"" Downtown C4",Centro Storico,Private room,$182.00,5.0,19,43.77643,11.24633,1,2
"Corso dei Tintori, 23",Centro Storico,Entire home/apt,,4.86,420,43.76669,11.26065,1,3
COZY STUDIO FLAT IN FLORENCE,Rifredi,Entire home/apt,$88.00,4.96,265,43.79472,11.23003,2,2
Real and Upstanding Firenze Experience,Centro Storico,Entire home/apt,$117.00,4.77,235,43.76766,11.24237,2,5
La Casina rossa dell'Oltrarno,Centro Storico,Entire home/apt,$74.00,4.74,347,43.7684,11.24433,3,4
Accanto alla Cupola,Centro Storico,Entire home/apt,$114.00,4.94,16,43.77157,11.25943,4,2
room in san lorenzo in fronte Basilica San Lorenzo,Centro Storico,Private room,,3.94,17,43.77462,11.25248,5,3
Michelangelo Suite,Centro Storico,Entire home/apt,$131.00,4.91,522,43.77001,11.26302,2,2
UFFIZI CENTRE COZY APARTMENT,Centro Storico,Entire home/apt,$102.00,4.89,367,43.76884,11.25767,2,2
Confortevole  e luminoso appartamento residenziale,Campo di Marte,Entire home/apt,$67.00,4.33,9,43.77622,11.29286,5,2
S. Ambrogio Art Studio wifi free,Centro Storico,Entire home/apt,$122.00,4.91,929,43.77126,11.26352,3,2
Ronco Giardino near BOBOLI GARDENS,Centro Storico,Entire home/apt,,4.5,12,43.76275,11.24454,31,6
White Rose Suite - Cozy & Modern in City Center,Centro Storico,Entire home/apt,$127.00,4.44,460,43.77797,11.2529,2,2
loft gavinana 2,Gavinana Galluzzo,Entire home/apt,$92.00,4.5,10,43.76264,11.28069,3,2
Acacia Firenze - Cannella,Centro Storico,Entire home/apt,$162.00,4.68,129,43.77546,11.25414,3,4
Beautiful location,Centro Storico,Entire home/apt,$159.00,4.89,341,43.77507,11.25261,2,6
Friendly room with two bicycles,Campo di Marte,Private room,$46.00,4.94,83,43.79075,11.2689,31,2
Casa Ambrogio takes care of you,Centro Storico,Entire home/apt,$143.00,4.78,36,43.77165,11.26747,3,4
Luxury Dependance in Florence,Centro Storico,Entire home/apt,$213.00,5.0,276,43.77286,11.24393,3,3
Lovethecomfort SantaMariaNovella,Centro Storico,Entire home/apt,$93.00,4.68,786,43.77327,11.24766,2,2
Arno  Moon  House,Centro Storico,Entire home/apt,$83.00,4.6,188,43.76867,11.24528,1,6
A spacious studio loft,Centro Storico,Private room,$104.00,4.76,571,43.76911,11.24045,2,2
2nd fl Arno and Galileo Museum View Drago Rosso,Centro Storico,Entire home/apt,$209.00,4.8,351,43.76771,11.25637,2,4
Maison Alighieri Apartment,Centro Storico,Entire home/apt,$166.00,4.87,31,43.76769,11.26036,3,6
"Top location 500 m to Duomo, 3 Bedrooms, 2 Bath",Centro Storico,Entire home/apt,$200.00,4.71,191,43.77464,11.25172,2,8
"San Lorenzo room ,with private bathroom",Centro Storico,Private room,,4.38,90,43.77535,11.25378,5,3
Best location 3min to the Duomo,Centro Storico,Entire home/apt,$134.00,5.0,6,43.77413,11.25184,2,4
Garden room,Campo di Marte,Entire home/apt,$80.00,4.59,61,43.77667,11.28781,1,3
PONTE VECCHIO SUITE,Centro Storico,Entire home/apt,$91.00,4.83,161,43.76743,11.25189,31,4
Casa Rinuccini,Centro Storico,Entire home/apt,$236.00,4.96,25,43.7837,11.2284,2,3
Palazzo Capponi- Il Torrino,Centro Storico,Entire home/apt,$392.00,4.84,125,43.76606,11.25592,1,2
Best location big studio 4pers,Centro Storico,Entire home/apt,$111.00,4.7,10,43.77542370084563,11.251444437741393,2,4
CORTE D'ARNOLFO RUBINO APARTMENT,Campo di Marte,Entire home/apt,$95.00,4.97,131,43.76662,11.27317,2,4
Signoria Terrace overlooking PALAZZO VECCHIO,Centro Storico,Entire home/apt,$517.00,4.43,7,43.76995,11.25574,4,2
New and cosy Flat in Florence,Centro Storico,Entire home/apt,$94.00,4.89,253,43.78806,11.23473,2,4
Brunelleschi 1b near DUOMO,Centro Storico,Entire home/apt,,4.0,5,43.77209,11.25349,3,3
Romantic S. Maria Novella with terrace,Centro Storico,Entire home/apt,$236.00,4.96,179,43.77415,11.2508,3,4
Firenze - camera topazio,Centro Storico,Private room,$132.00,4.7,268,43.7753791809082,11.251688957214355,1,4
CORTE D'ARNOLFO PERLA APARTMENT,Campo di Marte,Entire home/apt,$97.00,4.99,182,43.76663,11.27152,2,4
"Piazza Signoria n.1, Apartment",Centro Storico,Entire home/apt,$132.00,4.94,323,43.76939,11.25523,2,3
Ronco 2b near BOBOLI GARDENS,Centro Storico,Entire home/apt,,4.33,3,43.76252,11.24458,31,6
Freelance House Florence - Single Bright BedRoom,Centro Storico,Entire home/apt,$56.00,4.89,18,43.78286361694336,11.231961250305176,60,1
Walk to Uffizi Gallery from a Romantic Hideaway,Centro Storico,Entire home/apt,$159.00,4.94,360,43.76802,11.25713,3,3
"In front of Careggi/Meyer, Universities, tramway",Rifredi,Entire home/apt,$140.00,4.56,9,43.80635,11.24045,31,4
Elegant Apartment With Frescoes 209,Centro Storico,Entire home/apt,$266.00,4.81,206,43.7739143371582,11.257590293884276,2,2
Florence Old Style near Duomo 208,Centro Storico,Entire home/apt,$250.00,4.8,5,43.77477,11.25829,2,4
Acacia Firenze - Curry,Centro Storico,Entire home/apt,$136.00,4.69,62,43.77534,11.2541,3,2
Your home in Florence! Also for long terms.,Centro Storico,Entire home/apt,$135.00,4.87,181,43.77253,11.26613,4,3
Agnolo studio apartment free wi fi!,Centro Storico,Entire home/apt,$130.00,4.67,9,43.77002,11.26554,3,3
Love House - Piazza Signoria,Centro Storico,Entire home/apt,$161.00,4.82,439,43.77119,11.2564,2,2
"Double Room with a View of Sta Croce, Florence",Centro Storico,Private room,$66.00,4.38,39,43.76834,11.26188,3,2
Large Charming Bedroom.  Superb Location.,Centro Storico,Private room,$62.00,4.58,73,43.77036,11.26591,2,2
Nice apartment in central Florence,Centro Storico,Entire home/apt,$86.00,4.75,286,43.76833,11.26634,33,4
APARTMENT IN THE HEART OF FLORENCE,Centro Storico,Entire home/apt,$114.00,4.76,497,43.77135,11.25462,2,2
Amicasa,Centro Storico,Entire home/apt,$113.00,4.72,189,43.76350784301758,11.270736694335938,2,7
Attico & Loft nel cuore di Firenze ...,Centro Storico,Entire home/apt,$193.00,4.74,43,43.77142,11.24888,21,2
Florence Apartment Ponte Vecchio,Centro Storico,Entire home/apt,$104.00,4.8,548,43.76711,11.25211,3,2
"☆Central Market square ""Lorenzo""☆",Centro Storico,Entire home/apt,$70.00,4.84,124,43.77704,11.25359,60,4
Luxury Room with Style near Ponte Vecchio,Centro Storico,Private room,$357.00,4.67,6,43.7697,11.25305,1,2
"17th century Villa with pool, in Florence",Gavinana Galluzzo,Entire home/apt,"$2,400.00",4.77,47,43.74944,11.21986,10,9
Exclusive Tower Suite with Florence View,Centro Storico,Private room,$490.00,5.0,4,43.7697,11.25305,1,4
"Walk to Ponte Vecchio from a Hip, Colorful Apartment",Centro Storico,Entire home/apt,$532.00,4.97,37,43.7697,11.25305,1,6
Modern elegance with charm near Ponte Vecchio,Centro Storico,Entire home/apt,$370.00,,0,43.7697,11.25305,1,4
Elegant Flat with Frescos Near Ponte Vecchio,Centro Storico,Entire home/apt,$376.00,5.0,4,43.7697,11.25305,1,2
Luxury Retreat: Elegant Decor & Charm,Centro Storico,Entire home/apt,$448.00,5.0,9,43.7697,11.25305,1,3
Elegant and luxury loft steps from Ponte Vecchio,Centro Storico,Entire home/apt,$441.00,4.94,17,43.7697,11.25305,1,4
CELLINI SUITE - Bright & Elegant flat Florence,Centro Storico,Entire home/apt,$90.00,4.56,287,43.76467397520126,11.266613668364728,1,2
Medici Chapels brand new apartment,Centro Storico,Entire home/apt,$251.00,4.93,233,43.77543,11.25344,2,6
BORGO PINTI,Centro Storico,Entire home/apt,$89.00,4.72,85,43.77235,11.26225,3,4
Camera doppia A/C  con bagno privato,Centro Storico,Private room,$110.00,4.64,86,43.7715,11.26716,3,2
Camera Singola A/C con bagno privato,Centro Storico,Private room,$99.00,4.73,224,43.77315,11.26605,3,1
Comfy unit suitable for work- street level w/patio,Campo di Marte,Entire home/apt,$123.00,4.92,210,43.78416,11.26538,2,3
1 pitti apartment also for smart working,Centro Storico,Entire home/apt,$130.00,4.72,586,43.76634,11.24926,3,4
Romantic flat near Florence city center,Campo di Marte,Entire home/apt,,4.73,59,43.78291,11.27582,2,6
"MAGNIFICENT 8BD VILLA W/ HEATED POOL,TOP LOCATION!",Gavinana Galluzzo,Entire home/apt,,5.0,2,43.74538040161133,11.240280151367188,1,16
Appartamento panoramico vista Duomo,Centro Storico,Entire home/apt,,4.81,121,43.77234,11.25956,3,2
Liza Florence House,Centro Storico,Entire home/apt,$98.00,4.71,414,43.77902,11.25644,2,4
Cozy hidden gem flat (Beccaria/Sant'Ambrogio),Centro Storico,Entire home/apt,$76.00,4.74,109,43.77119,11.27079,3,2
San Lorenzo Big Apartment,Centro Storico,Entire home/apt,,4.61,18,43.77572,11.25225,2,13
Minerva - A gem next to Arno river,Centro Storico,Entire home/apt,$958.00,4.89,316,43.76948,11.24689,1,4
Apartment in ponte vecchio,Centro Storico,Entire home/apt,$149.00,4.62,437,43.767747611804815,11.251535995565105,2,4
Lovely and quiet flat in S.Spirito with courtyard,Centro Storico,Entire home/apt,$130.00,4.95,346,43.767803,11.245473,3,2
Appartamento Polimoda San Frediano Luna,Isolotto Legnaia,Entire home/apt,$115.00,4.88,91,43.77302,11.23628,3,2
ATTIC UP ON FLORENCE,Centro Storico,Entire home/apt,$173.00,4.55,301,43.771706,11.254394,1,4
"Antica Leopolda - new listing, same hospitality!",Centro Storico,Entire home/apt,$110.00,4.98,131,43.77970504760742,11.23786163330078,2,4
Comfortably in the historic center,Centro Storico,Entire home/apt,$85.00,4.68,677,43.7695,11.26061,2,2
Porcellana Twenty-Six Florence Wi-Fi Apartment,Centro Storico,Entire home/apt,$131.00,4.8,5,43.77335,11.24739,3,2
1st fl Arno & Galileo museum view,Centro Storico,Entire home/apt,$195.00,4.87,338,43.7682,11.25578,2,4
Colonna Apartment,Centro Storico,Entire home/apt,$157.00,4.9,61,43.77437,11.26574,3,4
"Renovate studio ""heart of Florence""",Centro Storico,Entire home/apt,$106.00,4.85,386,43.77267,11.25302,3,2
Holiday House Andrea Salucci,Centro Storico,Entire home/apt,$89.00,4.86,456,43.77365,11.26298,3,4
Leopolda Dream Home,Centro Storico,Entire home/apt,$140.00,4.66,74,43.77536,11.23794,3,5
An original flat in old tower,Centro Storico,Entire home/apt,,4.75,32,43.764,11.2571,4,8
Camera tipo loft A/C con bagno privato,Centro Storico,Private room,$109.00,4.72,110,43.77291,11.26711,3,2
Appartamento Alice Firenze,Centro Storico,Entire home/apt,$86.00,4.81,157,43.779739,11.237907,2,4
Elegant Liberty Flat in Florence + Parking,Campo di Marte,Entire home/apt,$341.00,4.88,60,43.77485,11.27201,1,5
charming studio ponte vecchio/ lift,Centro Storico,Entire home/apt,$123.00,4.9,728,43.76742172241211,11.252052307128906,1,2
Residenza Albizi - Giotto,Centro Storico,Private room,$139.00,3.98,44,43.77113,11.2593,1,2
Le Badesse,Centro Storico,Entire home/apt,$114.00,4.84,310,43.77128,11.26183,3,4
Le porte nuove,Centro Storico,Entire home/apt,$120.00,4.96,24,43.78122888587056,11.238231420490132,3,2
Residenza Albizi - Leonardo,Centro Storico,Private room,$186.00,4.5,174,43.7722,11.2594,1,4
[Florence] house near the center,Campo di Marte,Entire home/apt,$124.00,4.92,126,43.76986,11.27355,3,5
Maggie's House-Cosy ground floor parking included,Centro Storico,Entire home/apt,$143.00,4.82,382,43.77283,11.26622,2,5
"Florence center NEW ""La Guelfa""",Centro Storico,Private room,$106.00,4.76,665,43.77809,11.25474,1,4
Cozy Bright Laura's Apt 2Bdrms A/C WiFi,Centro Storico,Entire home/apt,$131.00,4.85,309,43.77136,11.26292,3,3
Appartamento Brunelleschi,Centro Storico,Entire home/apt,$383.00,4.72,181,43.77137,11.2508,3,6
Easy Window,Campo di Marte,Entire home/apt,$117.00,4.95,21,43.78264,11.32005,1,2
B&B BandBFirenze 8 Cittadella 8,Centro Storico,Private room,$250.00,5.0,1,43.78096,11.24296,2,2
Guicciardini Home,Centro Storico,Entire home/apt,$164.00,4.89,245,43.76959,11.24679,3,4
"Florence Center NEW""La Ghibellina""",Centro Storico,Private room,$110.00,4.84,746,43.777339935302734,11.255569458007812,1,4
"Fior di Gelsomino""Bella Rosina""",Gavinana Galluzzo,Private room,$72.00,4.82,11,43.75149,11.2434,2,2
Unique Original Charm 2 Bath Ponte Vecchio,Centro Storico,Entire home/apt,$260.00,4.85,253,43.76867,11.25329,3,6
Spacious charming flat in historical building,Centro Storico,Entire home/apt,$117.00,4.67,330,43.76819,11.24946,1,5
La Sosta del Granduca,Centro Storico,Entire home/apt,$102.00,4.91,418,43.77428,11.24212,3,6
Quiet Room in the city,Campo di Marte,Private room,$60.00,4.87,112,43.7841,11.28022,2,1
Residenza Guelfa NEWFlorence Center,Centro Storico,Entire home/apt,$233.00,4.88,94,43.7762,11.2552,1,8
New flat near Duomo and Station,Centro Storico,Entire home/apt,$105.00,4.63,189,43.78104,11.25918,2,4
Quiet & Modern Two Bedroom Apartment With Elevator,Centro Storico,Entire home/apt,$95.00,4.85,582,43.76476,11.26275,1,6
Limone Pian dei Giullari,Gavinana Galluzzo,Entire home/apt,$200.00,4.62,21,43.74911,11.2585,2,4
Appartamento Firenze Stibbert,Rifredi,Entire home/apt,$80.00,4.75,100,43.79014,11.2548,2,5
Matrimoniale con balcone,Campo di Marte,Private room,$48.00,4.61,350,43.78324,11.28059,1,2
S.Frediano Oltrarno (3bdr 7pax),Centro Storico,Entire home/apt,$187.00,4.94,94,43.77017,11.24396,4,7
Camera Pervinca con bagno interno,Campo di Marte,Hotel room,$110.00,4.67,3,43.78667,11.27378,15,2
GIOTTO 3BR 1 LVR 2BTH apartment,Centro Storico,Entire home/apt,$273.00,4.95,119,43.76724,11.25789,2,12
MICHELANGELO 2BR 1LR 2BTH,Centro Storico,Entire home/apt,$227.00,4.94,79,43.76713,11.2599,2,8
GIOTTO E MICHELANGELO 5BR 2LVR 4BTH,Centro Storico,Entire home/apt,$474.00,4.96,54,43.76698,11.25916,2,16
"Top flat, top location, family friendly, wi/fi, AC",Centro Storico,Entire home/apt,$209.00,4.93,14,43.77293,11.26309,2,4
Cozy flat in San Niccolò,Centro Storico,Entire home/apt,$160.00,4.93,74,43.76431,11.26225,3,4
Wonderful flat Pinti.2 a/c wi/fi family friendly.,Centro Storico,Entire home/apt,$255.00,4.97,78,43.77308,11.26303,2,6
Florence Duomo Central House,Centro Storico,Entire home/apt,$230.00,4.72,47,43.772,11.26216,3,6
Cozy double room Florence Station Guesthouse,Rifredi,Private room,$72.00,4.74,313,43.80312,11.23632,2,3
"Cottage Michelangelo,verde in città",Gavinana Galluzzo,Entire home/apt,$110.00,4.84,178,43.74994,11.23307,3,2
Standard room with private bathroom,Centro Storico,Private room,,4.48,31,43.78178,11.25423,2,2
Big room in Florence center,Centro Storico,Private room,$86.00,4.9,494,43.77692,11.25596,2,2
la casa dei viaggiatori cin it048017c2mjlp6pt,Centro Storico,Entire home/apt,$91.00,4.88,411,43.7833,11.23956,2,2
Florence Liberty Flat with Terrace,Campo di Marte,Entire home/apt,$135.00,4.95,118,43.78057,11.27897,4,4
Nilde House,Centro Storico,Entire home/apt,$125.00,4.74,31,43.78646,11.2387,5,4
Cozy Loft in Florence / Independent apartment,Campo di Marte,Entire home/apt,$93.00,4.89,766,43.80907,11.27316,2,2
GUELFA 47 - Elegant apartment in Florence,Centro Storico,Entire home/apt,$168.00,4.51,80,43.77836,11.25302,2,4
Oriental Suite in San Frediano,Centro Storico,Entire home/apt,$90.00,4.78,260,43.76646,11.24606,5,2
[Near the Center] Cozy Tuscan Apt • Terrace • A/C,Rifredi,Entire home/apt,$92.00,4.88,88,43.79015589999999,11.2306231,2,2
Florence Rooftop Apartment Attic,Rifredi,Entire home/apt,,4.96,26,43.78603,11.26195,15,3
Florence Rooftop Apartment Veranda,Rifredi,Entire home/apt,,4.94,16,43.78794,11.26204,15,2
10-min from historical city center,Centro Storico,Entire home/apt,$96.00,4.82,265,43.7809,11.2369,2,2
Cosy and quiet apartment with garden,Campo di Marte,Entire home/apt,$50.00,4.72,39,43.77703,11.28914,4,2
Oltrarno Life,Centro Storico,Entire home/apt,,4.89,61,43.76281,11.23879,31,6
Appt.Terrazzo con vista /Zona (S.Croce/Uffizzi),Centro Storico,Entire home/apt,$106.00,4.68,56,43.76928,11.26174,3,4
Uffizi Paradiso,Centro Storico,Entire home/apt,$319.00,4.83,484,43.76822,11.25594,2,6
Cozy Apartment with a beautiful panoramic view,Centro Storico,Entire home/apt,$155.00,4.64,165,43.76562,11.24403,2,6
Borgo San Jacopo Penthouse by 360 Rentals,Centro Storico,Entire home/apt,$271.00,4.7,101,43.76761,11.25228,1,5
Fortezza Apartment with parking,Centro Storico,Entire home/apt,$140.00,4.87,503,43.779892,11.25143,3,9
Complimentary wine w/ infra-red Sauna,Centro Storico,Entire home/apt,"$1,191.00",4.96,135,43.76591873168945,11.249626159667969,3,12
